enzyme_idx,string_id,uniprot_id
521,3847.A0A0R0K2A2,A0A0R0K2A2
522,3847.A0A0R0K2N5,A0A0R0K2N5
523,3847.A0A0R0K3C7,A0A0R0K3C7
524,3847.A0A0R0K3L5,A0A0R0K3L5
525,3847.A0A0R0K4F8,A0A0R0K4F8
526,3847.A0A0R0K4H6,A0A0R0K4H6
527,3847.A0A0R0K553,A0A0R0K553
528,3847.A0A0R0K5P1,A0A0R0K5P1
529,3847.A0A0R0K5U6,A0A0R0K5U6
530,3847.A0A0R0K5Y3,A0A0R0K5Y3
531,3847.A0A0R0K6W9,A0A0R0K6W9
532,3847.A0A0R0K711,A0A0R0K711
533,3847.A0A0R0K7C0,A0A0R0K7C0
534,3847.A0A0R0K7C9,A0A0R0K7C9
535,3847.A0A0R0K7D1,A0A0R0K7D1
536,3847.A0A0R0K7J6,A0A0R0K7J6
537,3847.A0A0R0K7Z3,A0A0R0K7Z3
538,3847.A0A0R0K821,A0A0R0K821
539,3847.A0A0R0K8J1,A0A0R0K8J1
540,3847.A0A0R0K9F1,A0A0R0K9F1
541,3847.A0A0R0KA35,A0A0R0KA35
542,3847.A0A0R0KAA8,A0A0R0KAA8
543,3847.A0A0R0KAE9,A0A0R0KAE9
544,3847.A0A0R0KBX3,A0A0R0KBX3
545,3847.A0A0R0KBX5,A0A0R0KBX5
546,3847.A0A0R0KCI9,A0A0R0KCI9
547,3847.A0A0R0KCM6,A0A0R0KCM6
548,3847.A0A0R0KCQ0,A0A0R0KCQ0
549,3847.A0A0R0KCQ4,A0A0R0KCQ4
550,3847.A0A0R0KD75,A0A0R0KD75
551,3847.A0A0R0KDR1,A0A0R0KDR1
552,3847.A0A0R0KE09,A0A0R0KE09
553,3847.A0A0R0KE29,A0A0R0KE29
554,3847.A0A0R0KFP7,A0A0R0KFP7
555,3847.A0A0R0KG32,A0A0R0KG32
556,3847.A0A0R0KGU5,A0A0R0KGU5
557,3847.A0A0R0KH49,A0A0R0KH49
558,3847.A0A0R0KH70,A0A0R0KH70
559,3847.A0A0R0KHF5,A0A0R0KHF5
560,3847.A0A0R0KHJ4,A0A0R0KHJ4
561,3847.A0A0R0KHR8,A0A0R0KHR8
562,3847.A0A0R0KHS2,A0A0R0KHS2
563,3847.A0A0R0KI13,A0A0R0KI13
564,3847.A0A0R0KI91,A0A0R0KI91
565,3847.A0A0R0KJG5,A0A0R0KJG5
566,3847.A0A0R0KJN4,A0A0R0KJN4
567,3847.A0A0R0KJN7,A0A0R0KJN7
568,3847.A0A0R0KK28,A0A0R0KK28
569,3847.A0A0R0KKI0,A0A0R0KKI0
570,3847.A0A0R0KKI7,A0A0R0KKI7
571,3847.A0A0R0KKK3,A0A0R0KKK3
572,3847.A0A0R0KKK6,A0A0R0KKK6
573,3847.A0A0R0KLG9,A0A0R0KLG9
574,3847.A0A0R0KLU6,A0A0R0KLU6
575,3847.A0A0R0KLX1,A0A0R0KLX1
576,3847.A0A0R0KM12,A0A0R0KM12
577,3847.A0A0R0KMM9,A0A0R0KMM9
578,3847.A0A0R0KN88,A0A0R0KN88
579,3847.A0A0R0KNN4,A0A0R0KNN4
580,3847.A0A0R0KNP6,A0A0R0KNP6
581,3847.A0A0R0KP34,A0A0R0KP34
582,3847.A0A0R0KP96,A0A0R0KP96
583,3847.A0A0R0KPZ7,A0A0R0KPZ7
584,3847.A0A0R0KQ50,A0A0R0KQ50
585,3847.A0A0R0KR64,A0A0R0KR64
586,3847.A0A0R0KR94,A0A0R0KR94
587,3847.A0A0R0KRM2,A0A0R0KRM2
588,3847.A0A0R0KRN8,A0A0R0KRN8
589,3847.A0A0R0KS32,A0A0R0KS32
590,3847.A0A0R0KS97,A0A0R0KS97
591,3847.A0A0R0KSK9,A0A0R0KSK9
592,3847.A0A0R0KSR7,A0A0R0KSR7
593,3847.A0A0R0KTV1,A0A0R0KTV1
594,3847.A0A0R0KUR1,A0A0R0KUR1
595,3847.A0A0R0KUR3,A0A0R0KUR3
596,3847.A0A0R0KV03,A0A0R0KV03
597,3847.A0A0R0KV06,A0A0R0KV06
598,3847.A0A0R0KVH5,A0A0R0KVH5
599,3847.A0A0R0KVX2,A0A0R0KVX2
600,3847.A0A0R0KW67,A0A0R0KW67
601,3847.A0A0R0KWX7,A0A0R0KWX7
602,3847.A0A0R0KXK1,A0A0R0KXK1
603,3847.A0A0R0KXU6,A0A0R0KXU6
604,3847.A0A0R0KY63,A0A0R0KY63
605,3847.A0A0R0KYI6,A0A0R0KYI6
606,3847.A0A0R0KYP1,A0A0R0KYP1
607,3847.A0A0R0KYU3,A0A0R0KYU3
608,3847.A0A0R0KYX9,A0A0R0KYX9
609,3847.A0A0R0KZB4,A0A0R0KZB4
610,3847.A0A0R0L049,A0A0R0L049
611,3847.A0A0R0L094,A0A0R0L094
612,3847.A0A0R0L0E8,A0A0R0L0E8
613,3847.A0A0R0L0I1,A0A0R0L0I1
614,3847.A0A0R0L0N5,A0A0R0L0N5
615,3847.A0A0R0L0T5,A0A0R0L0T5
616,3847.A0A0R0L0W2,A0A0R0L0W2
617,3847.A0A0R0L0W8,A0A0R0L0W8
618,3847.A0A0R0L1Q9,A0A0R0L1Q9
619,3847.A0A0R0L1U9,A0A0R0L1U9
620,3847.A0A0R0L1W4,A0A0R0L1W4
621,3847.A0A0R0L1X4,A0A0R0L1X4
622,3847.A0A0R0L1Z4,A0A0R0L1Z4
623,3847.A0A0R0L2G4,A0A0R0L2G4
624,3847.A0A0R0L4D0,A0A0R0L4D0
625,3847.A0A0R0L4Q8,A0A0R0L4Q8
626,3847.A0A0R0L518,A0A0R0L518
627,3847.A0A0R0L579,A0A0R0L579
628,3847.A0A0R0L5N9,A0A0R0L5N9
629,3847.A0A0R0L5Q2,A0A0R0L5Q2
630,3847.A0A0R0L5T5,A0A0R0L5T5
631,3847.A0A0R0L655,A0A0R0L655
632,3847.A0A0R0L6V6,A0A0R0L6V6
633,3847.A0A0R0L6V8,A0A0R0L6V8
634,3847.A0A0R0L6W1,A0A0R0L6W1
635,3847.A0A0R0L749,A0A0R0L749
636,3847.A0A0R0L7B7,A0A0R0L7B7
637,3847.A0A0R0L7E8,A0A0R0L7E8
638,3847.A0A0R0L7U9,A0A0R0L7U9
639,3847.A0A0R0L847,A0A0R0L847
640,3847.A0A0R0L8T8,A0A0R0L8T8
641,3847.A0A0R0L8Z0,A0A0R0L8Z0
642,3847.A0A0R0L9B5,A0A0R0L9B5
643,3847.A0A0R0L9K0,A0A0R0L9K0
644,3847.A0A0R0L9L6,A0A0R0L9L6
645,3847.A0A0R0LAP6,A0A0R0LAP6
646,3847.A0A0R0LAT1,A0A0R0LAT1
647,3847.A0A0R0LC36,A0A0R0LC36
648,3847.A0A0R0LCA6,A0A0R0LCA6
649,3847.A0A0R0LDK2,A0A0R0LDK2
650,3847.A0A0R0LDP2,A0A0R0LDP2
651,3847.A0A0R0LF51,A0A0R0LF51
652,3847.A0A0R0LF93,A0A0R0LF93
653,3847.A0A0R0LFB4,A0A0R0LFB4
654,3847.A0A0R0LGF8,A0A0R0LGF8
655,3847.A0A0R0LGH5,A0A0R0LGH5
656,3847.A0A0R0LGX1,A0A0R0LGX1
657,3847.A0A0R0LHG8,A0A0R0LHG8
658,3847.A0A0R0LHS6,A0A0R0LHS6
659,3847.A0A0R0LHW5,A0A0R0LHW5
660,3847.A0A0R0LIH0,A0A0R0LIH0
661,3847.A0A0R0LKJ9,A0A0R0LKJ9
662,3847.A0A0R4J2J8,A0A0R4J2J8
663,3847.A0A0R4J2K3,A0A0R4J2K3
664,3847.A0A0R4J2N4,A0A0R4J2N4
665,3847.A0A0R4J2N9,A0A0R4J2N9
666,3847.A0A0R4J2P9,A0A0R4J2P9
667,3847.A0A0R4J2Q8,A0A0R4J2Q8
668,3847.A0A0R4J2S3,A0A0R4J2S3
669,3847.A0A0R4J2Y7,A0A0R4J2Y7
670,3847.A0A0R4J315,A0A0R4J315
671,3847.A0A0R4J338,A0A0R4J338
672,3847.A0A0R4J387,A0A0R4J387
673,3847.A0A0R4J3C5,A0A0R4J3C5
674,3847.A0A0R4J3D3,A0A0R4J3D3
675,3847.A0A0R4J3L3,A0A0R4J3L3
676,3847.A0A0R4J3W6,A0A0R4J3W6
677,3847.A0A0R4J3Y9,A0A0R4J3Y9
678,3847.A0A0R4J436,A0A0R4J436
679,3847.A0A0R4J437,A0A0R4J437
680,3847.A0A0R4J4A1,A0A0R4J4A1
681,3847.A0A0R4J4B4,A0A0R4J4B4
682,3847.A0A0R4J4C8,A0A0R4J4C8
683,3847.A0A0R4J4E1,A0A0R4J4E1
684,3847.A0A0R4J4J6,A0A0R4J4J6
685,3847.A0A0R4J4J7,A0A0R4J4J7
686,3847.A0A0R4J4Q1,A0A0R4J4Q1
687,3847.A0A0R4J4R7,A0A0R4J4R7
688,3847.A0A0R4J4S6,A0A0R4J4S6
689,3847.A0A0R4J4T5,A0A0R4J4T5
690,3847.A0A0R4J536,A0A0R4J536
691,3847.A0A0R4J549,A0A0R4J549
692,3847.A0A0R4J574,A0A0R4J574
693,3847.A0A0R4J5D9,A0A0R4J5D9
694,3847.A0A0R4J5H2,A0A0R4J5H2
695,3847.A0A0R4J5H8,A0A0R4J5H8
696,3847.A0A0R4J5K2,A0A0R4J5K2
697,3847.A0A0R4J5R0,A0A0R4J5R0
698,3847.A0A0R4J5U2,A0A0R4J5U2
699,3847.A0A0R4J5W6,A0A0R4J5W6
700,3847.A0A0R4J5Y3,A0A0R4J5Y3
701,3847.A0A0R4J606,A0A0R4J606
702,3847.A0A0R4J631,A0A0R4J631
703,3847.A0A0R4J646,A0A0R4J646
704,3847.A0A0R4J650,A0A0R4J650
705,3847.A0A0R4J651,A0A0R4J651
706,3847.A0A0R4J669,A0A0R4J669
707,3847.A0A2K7L8L4,A0A2K7L8L4
708,3847.A0A368UGE5,A0A368UGE5
709,3847.A0A368UGG7,A0A368UGG7
710,3847.A0A368UGS8,A0A368UGS8
711,3847.A0A368UGU8,A0A368UGU8
712,3847.A0A368UGX2,A0A368UGX2
713,3847.A0A368UGX9,A0A368UGX9
714,3847.A0A368UH04,A0A368UH04
715,3847.A0A368UH07,A0A368UH07
716,3847.A0A368UH27,A0A368UH27
717,3847.A0A368UH36,A0A368UH36
718,3847.A0A368UH89,A0A368UH89
719,3847.A0A368UHB0,A0A368UHB0
720,3847.A0A368UHD2,A0A368UHD2
721,3847.A0A368UHD4,A0A368UHD4
722,3847.A0A368UHE2,A0A368UHE2
723,3847.A0A368UHF3,A0A368UHF3
724,3847.A0A368UHH9,A0A368UHH9
725,3847.A0A368UHI5,A0A368UHI5
726,3847.A0A368UHM0,A0A368UHM0
727,3847.A0A368UHM5,A0A368UHM5
728,3847.A0A368UHR1,A0A368UHR1
729,3847.A0A368UHS9,A0A368UHS9
730,3847.A0A368UHX4,A0A368UHX4
731,3847.A0A368UI05,A0A368UI05
732,3847.A0A368UI28,A0A368UI28
733,3847.A0A368UIA4,A0A368UIA4
734,3847.A0A368UIC2,A0A368UIC2
735,3847.A0A368UIE4,A0A368UIE4
736,3847.A0A368UIE7,A0A368UIE7
737,3847.A0A368UIG3,A0A368UIG3
738,3847.A0A368UIM2,A0A368UIM2
739,3847.A0A368UIM5,A0A368UIM5
740,3847.A0A368UJ64,A0A368UJ64
741,3847.A0A368UJE8,A0A368UJE8
742,3847.A0A368UJT1,A0A368UJT1
743,3847.A0A368UKJ9,A0A368UKJ9
744,3847.A0A368UKP7,A0A368UKP7
745,3847.A0A368UKR1,A0A368UKR1
746,3847.A0A368UL88,A0A368UL88
747,3847.A0A368ULV3,A0A368ULV3
748,3847.A0A368ULW9,A0A368ULW9
749,3847.A0MAV6,A0MAV6
750,3847.A1YUN0,A1YUN0
751,3847.A1YZE0,A1YZE0
752,3847.A3QRM3,A3QRM3
753,3847.A5I866,A5I866
754,3847.A6BM07,A6BM07
755,3847.A7BIC9,A7BIC9
756,3847.A7BID0,A7BID0
757,3847.A7ISP5,A7ISP5
758,3847.A7ISP6,A7ISP6
759,3847.A7X641,A7X641
760,3847.A7X649,A7X649
761,3847.A7X657,A7X657
762,3847.A7X665,A7X665
763,3847.A7X672,A7X672
764,3847.A7X680,A7X680
765,3847.A9QNE4,A9QNE4
766,3847.B0M195,B0M195
767,3847.B0M1A3,B0M1A3
768,3847.B0ZSJ5,B0ZSJ5
769,3847.B2ZF65,B2ZF65
770,3847.B2ZHZ5,B2ZHZ5
771,3847.B3F5J6,B3F5J6
772,3847.B4Y5J6,B4Y5J6
773,3847.B4Y5J7,B4Y5J7
774,3847.B9A1Q4,B9A1Q4
775,3847.B9VJS7,B9VJS7
776,3847.C0M0P5,C0M0P5
777,3847.C0M0P7,C0M0P7
778,3847.C0M0P9,C0M0P9
779,3847.C0M0Q1,C0M0Q1
780,3847.C0SW30,C0SW30
781,3847.C3VD33,C3VD33
782,3847.C4TP24,C4TP24
783,3847.C6F116,C6F116
784,3847.C6F121,C6F121
785,3847.C6FF75,C6FF75
786,3847.C6SVM8,C6SVM8
787,3847.C6SWQ7,C6SWQ7
788,3847.C6SX87,C6SX87
789,3847.C6SXG9,C6SXG9
790,3847.C6SXJ9,C6SXJ9
791,3847.C6SXW1,C6SXW1
792,3847.C6SYA8,C6SYA8
793,3847.C6SYC1,C6SYC1
794,3847.C6SYJ0,C6SYJ0
795,3847.C6SYN6,C6SYN6
796,3847.C6SZ46,C6SZ46
797,3847.C6SZ70,C6SZ70
798,3847.C6SZC5,C6SZC5
799,3847.C6SZG8,C6SZG8
800,3847.C6SZJ2,C6SZJ2
801,3847.C6T1L6,C6T1L6
802,3847.C6T2N2,C6T2N2
803,3847.C6T357,C6T357
804,3847.C6T3M3,C6T3M3
805,3847.C6T3N6,C6T3N6
806,3847.C6T426,C6T426
807,3847.C6T427,C6T427
808,3847.C6T4F9,C6T4F9
809,3847.C6T570,C6T570
810,3847.C6T798,C6T798
811,3847.C6T7F2,C6T7F2
812,3847.C6T871,C6T871
813,3847.C6T8V8,C6T8V8
814,3847.C6T8Y4,C6T8Y4
815,3847.C6T918,C6T918
816,3847.C6T936,C6T936
817,3847.C6T994,C6T994
818,3847.C6T9L5,C6T9L5
819,3847.C6T9W4,C6T9W4
820,3847.C6TA28,C6TA28
821,3847.C6TA87,C6TA87
822,3847.C6TAM7,C6TAM7
823,3847.C6TBA0,C6TBA0
824,3847.C6TBP8,C6TBP8
825,3847.C6TC18,C6TC18
826,3847.C6TCJ0,C6TCJ0
827,3847.C6TD35,C6TD35
828,3847.C6TD41,C6TD41
829,3847.C6TD75,C6TD75
830,3847.C6TE56,C6TE56
831,3847.C6TE63,C6TE63
832,3847.C6TER0,C6TER0
833,3847.C6TFD8,C6TFD8
834,3847.C6TG61,C6TG61
835,3847.C6TGN8,C6TGN8
836,3847.C6THA0,C6THA0
837,3847.C6THI7,C6THI7
838,3847.C6THW5,C6THW5
839,3847.C6TI75,C6TI75
840,3847.C6TI76,C6TI76
841,3847.C6TIG2,C6TIG2
842,3847.C6TIM5,C6TIM5
843,3847.C6TIQ8,C6TIQ8
844,3847.C6TJ91,C6TJ91
845,3847.C6TJM7,C6TJM7
846,3847.C6TKA3,C6TKA3
847,3847.C6TKZ5,C6TKZ5
848,3847.C6TL96,C6TL96
849,3847.C6TMC0,C6TMC0
850,3847.C6TME1,C6TME1
851,3847.C6TMF5,C6TMF5
852,3847.C6TMX6,C6TMX6
853,3847.C6TNL5,C6TNL5
854,3847.C6TNQ1,C6TNQ1
855,3847.C6TNT2,C6TNT2
856,3847.C6ZIG0,C6ZIG0
857,3847.C6ZJY6,C6ZJY6
858,3847.C6ZJY9,C6ZJY9
859,3847.C6ZJZ0,C6ZJZ0
860,3847.C6ZRM1,C6ZRM1
861,3847.C6ZRM6,C6ZRM6
862,3847.C6ZRM8,C6ZRM8
863,3847.C6ZRN0,C6ZRN0
864,3847.C6ZRN7,C6ZRN7
865,3847.C6ZRP1,C6ZRP1
866,3847.C6ZRP3,C6ZRP3
867,3847.C6ZRQ0,C6ZRQ0
868,3847.C6ZRR9,C6ZRR9
869,3847.C6ZRS1,C6ZRS1
870,3847.C6ZRS6,C6ZRS6
871,3847.C6ZRT1,C6ZRT1
872,3847.C6ZRT2,C6ZRT2
873,3847.C6ZRT3,C6ZRT3
874,3847.C6ZRT6,C6ZRT6
875,3847.C6ZRU0,C6ZRU0
876,3847.C6ZRU3,C6ZRU3
877,3847.C6ZRU5,C6ZRU5
878,3847.C6ZRV6,C6ZRV6
879,3847.C6ZRW0,C6ZRW0
880,3847.C6ZRX2,C6ZRX2
881,3847.C6ZRX7,C6ZRX7
882,3847.C6ZRY5,C6ZRY5
883,3847.C6ZS05,C6ZS05
884,3847.D2DJQ3,D2DJQ3
885,3847.D2DKF1,D2DKF1
886,3847.D3G9M7,D3G9M7
887,3847.D4Q9Z4,D4Q9Z4
888,3847.D4Q9Z5,D4Q9Z5
889,3847.E9KBR8,E9KBR8
890,3847.E9KBR9,E9KBR9
891,3847.G0WMC8,G0WMC8
892,3847.G9F9U3,G9F9U3
893,3847.H2BER4,H2BER4
894,3847.H8Y6Q3,H8Y6Q3
895,3847.I1J3X8,I1J3X8
896,3847.I1J3Y4,I1J3Y4
897,3847.I1J4F8,I1J4F8
898,3847.I1J4I1,I1J4I1
899,3847.I1J4I4,I1J4I4
900,3847.I1J4J4,I1J4J4
901,3847.I1J4L6,I1J4L6
902,3847.I1J4Q3,I1J4Q3
903,3847.I1J4Q9,I1J4Q9
904,3847.I1J4Z0,I1J4Z0
905,3847.I1J525,I1J525
906,3847.I1J590,I1J590
907,3847.I1J5C5,I1J5C5
908,3847.I1J5E3,I1J5E3
909,3847.I1J5M1,I1J5M1
910,3847.I1J5P9,I1J5P9
911,3847.I1J5Q3,I1J5Q3
912,3847.I1J5V1,I1J5V1
913,3847.I1J5Z4,I1J5Z4
914,3847.I1J6H9,I1J6H9
915,3847.I1J6P1,I1J6P1
916,3847.I1J6Q7,I1J6Q7
917,3847.I1J6X1,I1J6X1
918,3847.I1J6X2,I1J6X2
919,3847.I1J6X7,I1J6X7
920,3847.I1J6Y3,I1J6Y3
921,3847.I1J7I3,I1J7I3
922,3847.I1J7N4,I1J7N4
923,3847.I1J7S0,I1J7S0
924,3847.I1J7U9,I1J7U9
925,3847.I1J892,I1J892
926,3847.I1J893,I1J893
927,3847.I1J8A4,I1J8A4
928,3847.I1J8C9,I1J8C9
929,3847.I1J8D7,I1J8D7
930,3847.I1J8L3,I1J8L3
931,3847.I1J8T0,I1J8T0
932,3847.I1J8Y3,I1J8Y3
933,3847.I1J8Z3,I1J8Z3
934,3847.I1J959,I1J959
935,3847.I1J960,I1J960
936,3847.I1J979,I1J979
937,3847.I1J981,I1J981
938,3847.I1J999,I1J999
939,3847.I1J9D5,I1J9D5
940,3847.I1J9F4,I1J9F4
941,3847.I1J9G1,I1J9G1
942,3847.I1J9H2,I1J9H2
943,3847.I1J9P7,I1J9P7
944,3847.I1J9Y6,I1J9Y6
945,3847.I1JA26,I1JA26
946,3847.I1JA52,I1JA52
947,3847.I1JA62,I1JA62
948,3847.I1JAE9,I1JAE9
949,3847.I1JAF6,I1JAF6
950,3847.I1JAM6,I1JAM6
951,3847.I1JAM7,I1JAM7
952,3847.I1JAR3,I1JAR3
953,3847.I1JAS1,I1JAS1
954,3847.I1JAW9,I1JAW9
955,3847.I1JB00,I1JB00
956,3847.I1JB35,I1JB35
957,3847.I1JB48,I1JB48
958,3847.I1JB59,I1JB59
959,3847.I1JB62,I1JB62
960,3847.I1JBD7,I1JBD7
961,3847.I1JBF4,I1JBF4
962,3847.I1JBI0,I1JBI0
963,3847.I1JBN6,I1JBN6
964,3847.I1JBV1,I1JBV1
965,3847.I1JBV6,I1JBV6
966,3847.I1JC18,I1JC18
967,3847.I1JC30,I1JC30
968,3847.I1JC50,I1JC50
969,3847.I1JCA9,I1JCA9
970,3847.I1JCC0,I1JCC0
971,3847.I1JCG8,I1JCG8
972,3847.I1JCP2,I1JCP2
973,3847.I1JCS7,I1JCS7
974,3847.I1JCY3,I1JCY3
975,3847.I1JCZ1,I1JCZ1
976,3847.I1JCZ8,I1JCZ8
977,3847.I1JD76,I1JD76
978,3847.I1JD78,I1JD78
979,3847.I1JD92,I1JD92
980,3847.I1JDC7,I1JDC7
981,3847.I1JDD7,I1JDD7
982,3847.I1JDE1,I1JDE1
983,3847.I1JDG3,I1JDG3
984,3847.I1JDL1,I1JDL1
985,3847.I1JDL2,I1JDL2
986,3847.I1JDU5,I1JDU5
987,3847.I1JDW9,I1JDW9
988,3847.I1JDX0,I1JDX0
989,3847.I1JE03,I1JE03
990,3847.I1JE14,I1JE14
991,3847.I1JE16,I1JE16
992,3847.I1JE17,I1JE17
993,3847.I1JE21,I1JE21
994,3847.I1JE40,I1JE40
995,3847.I1JE91,I1JE91
996,3847.I1JEG8,I1JEG8
997,3847.I1JEL8,I1JEL8
998,3847.I1JEM0,I1JEM0
999,3847.I1JEM3,I1JEM3
1000,3847.I1JEN2,I1JEN2
1001,3847.I1JER5,I1JER5
1002,3847.I1JET9,I1JET9
1003,3847.I1JEW5,I1JEW5
1004,3847.I1JEX8,I1JEX8
1005,3847.I1JEY0,I1JEY0
1006,3847.I1JEY3,I1JEY3
1007,3847.I1JF07,I1JF07
1008,3847.I1JF40,I1JF40
1009,3847.I1JF43,I1JF43
1010,3847.I1JF79,I1JF79
1011,3847.I1JFE0,I1JFE0
1012,3847.I1JFP7,I1JFP7
1013,3847.I1JFS9,I1JFS9
1014,3847.I1JFT2,I1JFT2
1015,3847.I1JG30,I1JG30
1016,3847.I1JG73,I1JG73
1017,3847.I1JG99,I1JG99
1018,3847.I1JGA5,I1JGA5
1019,3847.I1JGD2,I1JGD2
1020,3847.I1JGH3,I1JGH3
1021,3847.I1JGR7,I1JGR7
1022,3847.I1JH44,I1JH44
1023,3847.I1JH60,I1JH60
1024,3847.I1JH80,I1JH80
1025,3847.I1JHF8,I1JHF8
1026,3847.I1JHG3,I1JHG3
1027,3847.I1JHL5,I1JHL5
1028,3847.I1JHM8,I1JHM8
1029,3847.I1JHP2,I1JHP2
1030,3847.I1JHR7,I1JHR7
1031,3847.I1JHR9,I1JHR9
1032,3847.I1JHU5,I1JHU5
1033,3847.I1JHX3,I1JHX3
1034,3847.I1JI17,I1JI17
1035,3847.I1JI22,I1JI22
1036,3847.I1JI26,I1JI26
1037,3847.I1JI95,I1JI95
1038,3847.I1JID0,I1JID0
1039,3847.I1JIE7,I1JIE7
1040,3847.I1JIF1,I1JIF1
1041,3847.I1JIJ9,I1JIJ9
1042,3847.I1JIL9,I1JIL9
1043,3847.I1JIP1,I1JIP1
1044,3847.I1JIP4,I1JIP4
1045,3847.I1JIS7,I1JIS7
1046,3847.I1JJ62,I1JJ62
1047,3847.I1JJ63,I1JJ63
1048,3847.I1JJC5,I1JJC5
1049,3847.I1JJG5,I1JJG5
1050,3847.I1JJM2,I1JJM2
1051,3847.I1JJP2,I1JJP2
1052,3847.I1JJR2,I1JJR2
1053,3847.I1JJV1,I1JJV1
1054,3847.I1JJV5,I1JJV5
1055,3847.I1JK46,I1JK46
1056,3847.I1JK55,I1JK55
1057,3847.I1JK87,I1JK87
1058,3847.I1JK97,I1JK97
1059,3847.I1JKC0,I1JKC0
1060,3847.I1JKE2,I1JKE2
1061,3847.I1JKF4,I1JKF4
1062,3847.I1JKI1,I1JKI1
1063,3847.I1JKI5,I1JKI5
1064,3847.I1JKN0,I1JKN0
1065,3847.I1JKP7,I1JKP7
1066,3847.I1JKU0,I1JKU0
1067,3847.I1JKU9,I1JKU9
1068,3847.I1JKV2,I1JKV2
1069,3847.I1JKW5,I1JKW5
1070,3847.I1JKY4,I1JKY4
1071,3847.I1JL13,I1JL13
1072,3847.I1JL89,I1JL89
1073,3847.I1JLM6,I1JLM6
1074,3847.I1JLN5,I1JLN5
1075,3847.I1JLW3,I1JLW3
1076,3847.I1JM63,I1JM63
1077,3847.I1JMA7,I1JMA7
1078,3847.I1JMD6,I1JMD6
1079,3847.I1JMI6,I1JMI6
1080,3847.I1JMQ0,I1JMQ0
1081,3847.I1JMU6,I1JMU6
1082,3847.I1JMU7,I1JMU7
1083,3847.I1JMX8,I1JMX8
1084,3847.I1JN56,I1JN56
1085,3847.I1JNE4,I1JNE4
1086,3847.I1JNF3,I1JNF3
1087,3847.I1JNF9,I1JNF9
1088,3847.I1JNG2,I1JNG2
1089,3847.I1JNH0,I1JNH0
1090,3847.I1JNQ1,I1JNQ1
1091,3847.I1JNW2,I1JNW2
1092,3847.I1JNX1,I1JNX1
1093,3847.I1JNZ9,I1JNZ9
1094,3847.I1JP48,I1JP48
1095,3847.I1JP50,I1JP50
1096,3847.I1JPA6,I1JPA6
1097,3847.I1JPD1,I1JPD1
1098,3847.I1JPE8,I1JPE8
1099,3847.I1JPJ7,I1JPJ7
1100,3847.I1JPN0,I1JPN0
1101,3847.I1JPQ2,I1JPQ2
1102,3847.I1JPS8,I1JPS8
1103,3847.I1JPS9,I1JPS9
1104,3847.I1JPT0,I1JPT0
1105,3847.I1JPT1,I1JPT1
1106,3847.I1JPT2,I1JPT2
1107,3847.I1JPT3,I1JPT3
1108,3847.I1JPT5,I1JPT5
1109,3847.I1JPU3,I1JPU3
1110,3847.I1JPU8,I1JPU8
1111,3847.I1JPV5,I1JPV5
1112,3847.I1JPV7,I1JPV7
1113,3847.I1JPX3,I1JPX3
1114,3847.I1JQ22,I1JQ22
1115,3847.I1JQ94,I1JQ94
1116,3847.I1JQ95,I1JQ95
1117,3847.I1JQJ6,I1JQJ6
1118,3847.I1JQP1,I1JQP1
1119,3847.I1JQP8,I1JQP8
1120,3847.I1JQP9,I1JQP9
1121,3847.I1JQU5,I1JQU5
1122,3847.I1JQV8,I1JQV8
1123,3847.I1JR21,I1JR21
1124,3847.I1JRC5,I1JRC5
1125,3847.I1JRE0,I1JRE0
1126,3847.I1JRH4,I1JRH4
1127,3847.I1JRM0,I1JRM0
1128,3847.I1JRN7,I1JRN7
1129,3847.I1JRU8,I1JRU8
1130,3847.I1JS00,I1JS00
1131,3847.I1JS28,I1JS28
1132,3847.I1JS32,I1JS32
1133,3847.I1JS65,I1JS65
1134,3847.I1JSC3,I1JSC3
1135,3847.I1JSD2,I1JSD2
1136,3847.I1JSI1,I1JSI1
1137,3847.I1JSQ3,I1JSQ3
1138,3847.I1JSS2,I1JSS2
1139,3847.I1JSS8,I1JSS8
1140,3847.I1JST6,I1JST6
1141,3847.I1JT87,I1JT87
1142,3847.I1JTE2,I1JTE2
1143,3847.I1JTG4,I1JTG4
1144,3847.I1JTH7,I1JTH7
1145,3847.I1JTI9,I1JTI9
1146,3847.I1JTS4,I1JTS4
1147,3847.I1JTU1,I1JTU1
1148,3847.I1JTY6,I1JTY6
1149,3847.I1JTZ3,I1JTZ3
1150,3847.I1JU36,I1JU36
1151,3847.I1JU97,I1JU97
1152,3847.I1JUB7,I1JUB7
1153,3847.I1JUE0,I1JUE0
1154,3847.I1JUH4,I1JUH4
1155,3847.I1JUH5,I1JUH5
1156,3847.I1JUH8,I1JUH8
1157,3847.I1JUK7,I1JUK7
1158,3847.I1JUN7,I1JUN7
1159,3847.I1JUP0,I1JUP0
1160,3847.I1JUP2,I1JUP2
1161,3847.I1JUS6,I1JUS6
1162,3847.I1JUU0,I1JUU0
1163,3847.I1JUX3,I1JUX3
1164,3847.I1JUY7,I1JUY7
1165,3847.I1JUZ7,I1JUZ7
1166,3847.I1JV15,I1JV15
1167,3847.I1JV67,I1JV67
1168,3847.I1JV83,I1JV83
1169,3847.I1JVD1,I1JVD1
1170,3847.I1JVL9,I1JVL9
1171,3847.I1JVN2,I1JVN2
1172,3847.I1JVN4,I1JVN4
